report_month,project_code,original_cost,expenditure,expenditure_ratio,physical_progress,previous_progress,progress_change,progress_velocity,previous_expenditure,expenditure_change,expenditure_velocity,previous_observations,months_observed,days_since_first_report,has_physical_progress,has_expenditure,has_original_cost,state,sector,ministry_final,agency_final,start_date,original_doc,future_time_delay
2025-11-01,611951,688.74,668.0,96.98870401022155,98.0,97.0,1.0,0.032258064516129,654.3,13.700000000000044,0.4419354838709692,4,5,273,1,1,1,Rajasthan,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],,,1
2025-02-01,611966,224.41,121.18,53.99937614188316,63.0,,,,,,,0,1,0,1,1,1,Maharashtra,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],11/2023,,1
2025-07-01,611966,224.41,22.44,9.9995543870594,9.0,63.0,-54.0,-0.36,121.18,-98.74,-0.6582666666666668,1,2,150,1,1,1,Maharashtra,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],,,1
2025-11-01,611966,224.41,89.66,39.95365625417762,44.0,18.0,26.0,0.8387096774193549,33.66,56.0,1.8064516129032255,4,5,273,1,1,1,Maharashtra,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],,,1
2025-12-01,611966,224.41,109.96,48.99959894835346,49.0,44.0,5.0,0.1666666666666666,89.66,20.3,0.6766666666666665,5,6,303,1,1,1,Maharashtra,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],,,1
2026-05-01,611966,224.41,206.45,91.99679158682768,94.8,49.0,45.8,0.3033112582781457,109.96,96.49,0.6390066225165563,6,7,454,1,1,1,Maharashtra,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],11/2023,,1
2025-02-01,611967,1248.69,1102.46,88.28932721492123,93.0,,,,,,,0,1,0,1,1,1,Andhra Pradesh,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],09/2023,,1
2025-07-01,611967,1248.69,820.26,65.68964274559738,78.0,93.0,-15.0,-0.1,1102.46,-282.20000000000005,-1.8813333333333335,1,2,150,1,1,1,Andhra Pradesh,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],,,1
2025-11-01,611967,1248.69,1023.92,81.99953551321785,90.0,87.0,3.0,0.0967741935483871,998.95,24.969999999999917,0.8054838709677391,4,5,273,1,1,1,Andhra Pradesh,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],,,1
2025-12-01,611967,1248.69,1077.61,86.29924160520224,91.0,90.0,1.0,0.0333333333333333,1023.92,53.68999999999994,1.7896666666666647,5,6,303,1,1,1,Andhra Pradesh,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],,,1
2025-02-01,612151,334.0,256.07,76.66766467065868,82.0,,,,,,,0,1,0,1,1,1,Gujarat,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],07/2023,,1
2025-07-01,612151,334.0,70.44,21.08982035928144,22.0,82.0,-60.0,-0.4,256.07,-185.63,-1.2375333333333334,1,2,150,1,1,1,Gujarat,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],,,1
2025-11-01,612151,334.0,207.08,62.0,78.0,36.0,42.0,1.3548387096774193,118.1,88.98000000000002,2.870322580645162,4,5,273,1,1,1,Gujarat,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],,,1
2025-02-01,612178,152.95,119.22,77.94704151683557,99.0,,,,,,,0,1,0,1,1,1,Tamil Nadu,Healthcare,Ministry of Labour and Employment,Employee's State Insurance Company [ESIC],02/2015,,1
2025-11-01,612178,152.95,107.83,70.50016345210854,99.0,98.0,1.0,0.032258064516129,107.83,0.0,0.0,2,3,273,1,1,1,Tamil Nadu,Healthcare,Ministry of Labour and Employment,Employee's State Insurance Company [ESIC],,,1
2025-02-01,612188,429.25,323.98,75.47582993593478,74.0,,,,,,,0,1,0,1,1,1,Maharashtra,Healthcare,Ministry of Labour and Employment,Employee's State Insurance Company [ESIC],05/2018,,1
2025-11-01,612188,429.25,282.09,65.71694816540476,70.0,68.0,2.0,0.064516129032258,252.06,30.029999999999973,0.968709677419354,2,3,273,1,1,1,Maharashtra,Healthcare,Ministry of Labour and Employment,Employee's State Insurance Company [ESIC],,,1
2025-12-01,612188,429.25,282.09,65.71694816540476,70.0,70.0,0.0,0.0,282.09,0.0,0.0,3,4,303,1,1,1,Maharashtra,Healthcare,Ministry of Labour and Employment,Employee's State Insurance Company [ESIC],,,1
2025-02-01,612201,143.23,116.08,81.0444739230608,96.0,,,,,,,0,1,0,1,1,1,Assam,Healthcare,Ministry of Labour and Employment,Employee's State Insurance Company [ESIC],12/2017,,1
2025-11-01,612201,143.23,101.83,71.09544089925295,94.0,93.0,1.0,0.032258064516129,101.83,0.0,0.0,2,3,273,1,1,1,Assam,Healthcare,Ministry of Labour and Employment,Employee's State Insurance Company [ESIC],,,1
2025-12-01,612201,143.23,116.08,81.0444739230608,96.0,94.0,2.0,0.0666666666666666,101.83,14.25,0.475,3,4,303,1,1,1,Assam,Healthcare,Ministry of Labour and Employment,Employee's State Insurance Company [ESIC],,,1
2025-02-01,612819,1813.0,1752.16,96.64423607280752,100.0,,,,,,,0,1,0,1,1,1,Rajasthan,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],07/2022,,1
2025-07-01,612819,1813.0,769.57,42.44732487589631,68.0,100.0,-32.0,-0.2133333333333333,1752.16,-982.59,-6.5506,1,2,150,1,1,1,Rajasthan,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],,,1
2025-11-01,612819,1813.0,1393.34,76.8527302813017,86.0,85.0,1.0,0.032258064516129,1167.4,225.93999999999983,7.288387096774188,4,5,273,1,1,1,Rajasthan,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],,,1
2025-12-01,612819,1813.0,1627.06,89.74407060121345,93.0,86.0,7.0,0.2333333333333333,1393.34,233.72000000000003,7.7906666666666675,5,6,303,1,1,1,Rajasthan,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],,,1
2025-02-01,615327,218.03,166.55,76.38857038022292,100.0,,,,,,,0,1,0,1,1,1,Tamil Nadu,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],08/2023,,1
2025-07-01,615327,218.03,160.93,73.81094344814933,46.0,100.0,-54.0,-0.36,166.55,-5.6200000000000045,-0.0374666666666667,1,2,150,1,1,1,Tamil Nadu,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],,,1
2025-11-01,615327,218.03,164.7,75.5400632940421,75.0,69.0,6.0,0.1935483870967742,164.7,0.0,0.0,4,5,273,1,1,1,Tamil Nadu,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],,,1
2025-12-01,615327,218.03,165.5,75.90698527725543,85.0,75.0,10.0,0.3333333333333333,164.7,0.8000000000000114,0.026666666666667,5,6,303,1,1,1,Tamil Nadu,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],,,1
2025-02-01,616235,240.0,146.17,60.90416666666666,91.0,,,,,,,0,1,0,1,1,1,Andhra Pradesh,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,08/2024,,0
2025-07-01,616235,240.0,31.23,13.0125,50.0,91.0,-41.0,-0.2733333333333333,146.17,-114.93999999999998,-0.7662666666666665,1,2,150,1,1,1,Andhra Pradesh,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,,,0
2025-11-01,616235,240.0,72.26,30.108333333333334,83.0,77.0,6.0,0.1935483870967742,61.94,10.320000000000007,0.3329032258064519,4,5,273,1,1,1,Andhra Pradesh,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,,,0
2025-02-01,617253,513.82,381.45,74.23806002101902,84.0,,,,,,,0,1,0,1,1,1,Jharkhand,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],08/2023,,1
2025-07-01,617253,513.82,220.42,42.89829123039196,69.0,84.0,-15.0,-0.1,381.45,-161.03,-1.0735333333333337,1,2,150,1,1,1,Jharkhand,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],,,1
2025-11-01,617253,513.82,310.02,60.33630454244676,76.0,74.0,2.0,0.064516129032258,257.89,52.13,1.6816129032258065,4,5,273,1,1,1,Jharkhand,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],,,1
2025-12-01,617253,513.82,338.22,65.82460783932116,76.0,76.0,0.0,0.0,310.02,28.200000000000045,0.9400000000000016,5,6,303,1,1,1,Jharkhand,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],,,1
2025-02-01,617887,379.23,179.08,47.222002478706855,98.0,,,,,,,0,1,0,1,1,1,Rajasthan,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,12/2020,,1
2025-02-01,617891,186.29,66.7,35.80439100327447,100.0,,,,,,,0,1,0,1,1,1,Rajasthan,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,03/2022,,1
2025-02-01,617900,150.11,12.2,8.12737325960962,97.0,,,,,,,0,1,0,1,1,1,Rajasthan,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,12/2021,,1
2025-12-01,617900,150.11,12.2,8.12737325960962,97.0,97.0,0.0,0.0,12.2,0.0,0.0,1,2,303,1,1,1,Rajasthan,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,,,1
2025-02-01,617907,436.09,207.05,47.47873145451628,89.0,,,,,,,0,1,0,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,12/2021,,1
2025-12-01,617907,436.09,207.05,47.47873145451628,89.0,89.0,0.0,0.0,207.05,0.0,0.0,1,2,303,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,,,1
2025-02-01,617915,329.14,0.0,0.0,93.0,,,,,,,0,1,0,1,1,1,Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,01/2022,,1
2025-12-01,617915,329.14,0.0,0.0,0.0,93.0,-93.0,-0.3069306930693069,0.0,0.0,0.0,1,2,303,1,1,1,Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,,,1
2025-02-01,617924,300.33,78.14,26.01804681516998,90.0,,,,,,,0,1,0,1,1,1,Odisha,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,01/2022,,1
2025-12-01,617924,300.33,78.14,26.01804681516998,68.0,90.0,-22.0,-0.0726072607260726,78.14,0.0,0.0,1,2,303,1,1,1,Odisha,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,,,1
2025-02-01,617954,398.48,179.01,44.92320819112627,86.0,,,,,,,0,1,0,1,1,1,Karnataka,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,03/2022,,1
2025-02-01,617959,477.54,311.39,65.2071030698999,95.0,,,,,,,0,1,0,1,1,1,Bihar,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,03/2021,,1
2025-02-01,617975,237.79,50.38,21.18676142815089,100.0,,,,,,,0,1,0,1,1,1,Uttarakhand,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,03/2017,,1
2025-12-01,617975,237.79,50.38,21.18676142815089,100.0,100.0,0.0,0.0,50.38,0.0,0.0,1,2,303,1,1,1,Uttarakhand,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,,,1
2025-02-01,617990,242.0,78.49,32.43388429752066,95.0,,,,,,,0,1,0,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,03/2023,,0
2025-02-01,617992,322.81,43.78,13.562157306155322,98.0,,,,,,,0,1,0,1,1,1,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,03/2018,,1
2025-12-01,617992,322.81,43.78,13.562157306155322,0.0,98.0,-98.0,-0.3234323432343234,43.78,0.0,0.0,1,2,303,1,1,1,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,,,1
2025-02-01,618002,192.93,99.65,51.65085782408128,0.0,,,,,,,0,1,0,1,1,1,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,02/2021,,1
2025-02-01,618026,605.08,0.0,0.0,99.0,,,,,,,0,1,0,1,1,1,Telangana,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,06/2017,,1
2025-02-01,618045,179.18,71.77,40.05469360419689,67.0,,,,,,,0,1,0,1,1,1,Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,03/2022,,1
2025-02-01,618050,345.89,146.64,42.39498106334384,98.0,,,,,,,0,1,0,1,1,1,Himachal Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,08/2020,,1
2025-02-01,618051,242.8,74.87,30.836079077429986,98.0,,,,,,,0,1,0,1,1,1,Himachal Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,04/2020,,1
2025-02-01,618064,278.97,201.05,72.06868122020289,90.0,,,,,,,0,1,0,1,1,1,Chhattisgarh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,03/2020,,1
2025-02-01,618078,193.16,56.27,29.131290122178505,85.0,,,,,,,0,1,0,1,1,1,Chhattisgarh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,12/2020,,1
2025-02-01,618110,307.11,125.88,40.98857087037218,0.0,,,,,,,0,1,0,1,1,1,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,11/2021,,1
2025-02-01,618118,174.34,63.51,36.4288172536423,90.0,,,,,,,0,1,0,1,1,1,Rajasthan,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,03/2022,,1
2025-02-01,618136,224.44,0.0,0.0,87.0,,,,,,,0,1,0,1,1,1,Maharashtra,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,03/2021,,1
2025-02-01,618145,568.12,289.47,50.95226360628037,92.0,,,,,,,0,1,0,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,03/2022,,1
2025-12-01,618145,568.12,289.47,50.95226360628037,92.0,92.0,0.0,0.0,289.47,0.0,0.0,1,2,303,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,,,1
2025-02-01,618161,839.98,360.45,42.91173599371413,99.0,,,,,,,0,1,0,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,03/2022,,1
2025-12-01,618161,839.98,360.45,42.91173599371413,99.0,99.0,0.0,0.0,360.45,0.0,0.0,1,2,303,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,,,1
2025-02-01,618175,428.8,0.0,0.0,62.0,,,,,,,0,1,0,1,1,1,Maharashtra,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,03/2022,,1
2025-12-01,618175,428.8,0.0,0.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,1,2,303,1,1,1,Maharashtra,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,,,1
2025-02-01,618191,403.22,220.99,54.80630921085263,97.0,,,,,,,0,1,0,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,01/2022,,1
2025-12-01,618191,403.22,220.99,54.80630921085263,97.0,97.0,0.0,0.0,220.99,0.0,0.0,1,2,303,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,,,1
2025-02-01,618237,263.45,151.56,57.528942873410514,98.0,,,,,,,0,1,0,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,03/2017,,1
2025-12-01,618237,263.45,151.56,57.528942873410514,98.0,98.0,0.0,0.0,151.56,0.0,0.0,1,2,303,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,,,1
2025-02-01,618258,296.66,237.52,80.0647205555181,91.0,,,,,,,0,1,0,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,08/2020,,1
2025-02-01,618259,222.61,122.52,55.03795876196037,100.0,,,,,,,0,1,0,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,MoRTH,08/2020,,1
2025-02-01,618327,625.64,0.0,0.0,0.0,,,,,,,0,1,0,1,1,1,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,09/2021,,1
2025-02-01,618329,819.39,0.0,0.0,0.0,,,,,,,0,1,0,1,1,1,Nagaland,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,02/2017,,1
2025-02-01,618330,511.02,647.2,126.64866345739894,100.0,,,,,,,0,1,0,1,1,1,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,03/2018,,1
2025-02-01,618341,523.78,394.29,75.27778838443622,95.0,,,,,,,0,1,0,1,1,1,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,09/2021,,1
2025-02-01,618372,909.02,0.0,0.0,100.0,,,,,,,0,1,0,1,1,1,Assam,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,03/2022,,1
2025-02-01,618381,768.76,168.78,21.95483635985223,98.0,,,,,,,0,1,0,1,1,1,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,09/2019,,1
2025-02-01,618382,605.76,0.01,0.0016508188061278,100.0,,,,,,,0,1,0,1,1,1,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,09/2019,,1
2025-02-01,618384,899.45,191.59,21.300794930235146,99.0,,,,,,,0,1,0,1,1,1,Mizoram,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,09/2019,,1
2025-02-01,618424,256.66,0.0,0.0,93.0,,,,,,,0,1,0,1,1,1,Arunachal Pradesh,Roads & Highways,Ministry of Road Transport & Highways,NHIDCL,01/2017,,1
2025-02-01,618456,1119.35,975.7,87.16665922186985,99.0,,,,,,,0,1,0,1,1,1,Rajasthan,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],11/2019,,1
2025-02-01,618460,1263.38,864.08,68.39430733429371,96.0,,,,,,,0,1,0,1,1,1,Gujarat,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],09/2020,,1
2025-12-01,618460,1263.38,860.42,68.10460827304532,96.0,96.0,0.0,0.0,864.08,-3.660000000000082,-0.0120792079207923,1,2,303,1,1,1,Gujarat,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618465,1710.3,2152.35,125.8463427468865,97.0,,,,,,,0,1,0,1,1,1,Gujarat,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],07/2020,,1
2025-12-01,618465,1710.3,2152.35,125.8463427468865,52.0,97.0,-45.0,-0.1485148514851485,2152.35,0.0,0.0,1,2,303,1,1,1,Gujarat,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618468,1524.71,813.23,53.33670009378832,99.0,,,,,,,0,1,0,1,1,1,Maharashtra,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],06/2020,,1
2025-12-01,618468,1524.71,813.07,53.32620629496757,99.0,99.0,0.0,0.0,813.23,-0.1599999999999681,-0.0005280528052804,1,2,303,1,1,1,Maharashtra,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618484,1606.27,631.62,39.32215629999938,79.0,,,,,,,0,1,0,1,1,1,Haryana,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],12/2020,,1
2025-02-01,618485,1306.95,563.2,43.092696736677,76.0,,,,,,,0,1,0,1,1,1,Haryana,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],01/2021,,1
2025-02-01,618487,1759.82,1230.42,69.91737791365027,95.0,,,,,,,0,1,0,1,1,1,Punjab,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],12/2020,,1
2025-12-01,618487,1759.82,1217.21,69.1667329613256,95.0,95.0,0.0,0.0,1230.42,-13.210000000000036,-0.0435973597359737,1,2,303,1,1,1,Punjab,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618498,2471.56,1178.77,47.69335965948632,99.0,,,,,,,0,1,0,1,1,1,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],12/2021,,1
2025-12-01,618498,2471.56,1162.84,47.04882746119859,87.0,99.0,-12.0,-0.0396039603960396,1178.77,-15.930000000000064,-0.0525742574257427,1,2,303,1,1,1,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618501,1298.0,1005.12,77.43605546995379,99.0,,,,,,,0,1,0,1,1,1,Gujarat,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],05/2020,,1
2025-12-01,618501,1298.0,994.98,76.65485362095532,99.0,99.0,0.0,0.0,1005.12,-10.139999999999986,-0.0334653465346534,1,2,303,1,1,1,Gujarat,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618502,1415.34,997.08,70.44809021153928,99.0,,,,,,,0,1,0,1,1,1,Gujarat,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],05/2020,,1
2025-12-01,618502,1415.34,982.57,69.42289485212034,99.0,99.0,0.0,0.0,997.08,-14.509999999999993,-0.0478877887788778,1,2,303,1,1,1,Gujarat,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618515,1479.3,1135.84,76.7822618806192,97.0,,,,,,,0,1,0,1,1,1,"Multi-States (Karnataka, Maharashtra)",Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],11/2021,,1
2025-12-01,618515,1479.3,1110.53,75.0713175150409,95.0,97.0,-2.0,-0.0066006600660066,1135.84,-25.309999999999945,-0.0835313531353133,1,2,303,1,1,1,"Multi-States (Karnataka, Maharashtra)",Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618527,1194.57,683.12,57.18543074076865,98.0,,,,,,,0,1,0,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],01/2020,,1
2025-12-01,618527,1194.57,683.06,57.18040801292516,97.0,98.0,-1.0,-0.0033003300330033,683.12,-0.0600000000000591,-0.0001980198019803,1,2,303,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618532,1822.46,571.97,31.384502266167708,92.0,,,,,,,0,1,0,1,1,1,"Multi-States (Bihar, Jharkhand)",Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],06/2021,,1
2025-12-01,618532,1822.46,565.91,31.051984680047845,92.0,92.0,0.0,0.0,571.97,-6.060000000000059,-0.0200000000000001,1,2,303,1,1,1,"Multi-States (Bihar, Jharkhand)",Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618553,957.62,757.89,79.1430838954909,99.0,,,,,,,0,1,0,1,1,1,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],01/2022,,1
2025-12-01,618553,957.62,757.89,79.1430838954909,99.0,99.0,0.0,0.0,757.89,0.0,0.0,1,2,303,1,1,1,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618555,1097.81,26.22,2.3883914338546743,97.0,,,,,,,0,1,0,1,1,1,Maharashtra,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],12/2015,,1
2025-02-01,618565,526.45,259.66,49.32282268021655,81.0,,,,,,,0,1,0,1,1,1,Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,NHAI,03/2023,,1
2025-02-01,618570,325.57,223.75,68.72561968240318,99.0,,,,,,,0,1,0,1,1,1,Bihar,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],10/2021,,1
2025-02-01,618578,1467.44,1349.87,91.98808809900233,96.0,,,,,,,0,1,0,1,1,1,Delhi,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],07/2020,,1
2025-12-01,618578,1467.44,1349.78,91.98195496919806,95.0,96.0,-1.0,-0.0033003300330033,1349.87,-0.0899999999999181,-0.00029702970297,1,2,303,1,1,1,Delhi,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618665,790.78,436.14,55.15313993778295,83.0,,,,,,,0,1,0,1,1,1,Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],03/2021,,1
2025-12-01,618665,790.78,411.38,52.02205417435949,75.0,83.0,-8.0,-0.0264026402640264,436.14,-24.75999999999999,-0.0817161716171616,1,2,303,1,1,1,Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618676,477.76,297.95,62.36394842598795,99.0,,,,,,,0,1,0,1,1,1,"Multi-States (Chhattisgarh, Odisha)",Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],02/2021,,1
2025-12-01,618676,477.76,276.9,57.95797052913596,99.0,99.0,0.0,0.0,297.95,-21.05000000000001,-0.0694719471947195,1,2,303,1,1,1,"Multi-States (Chhattisgarh, Odisha)",Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618695,1146.22,566.31,49.40674565092216,93.0,,,,,,,0,1,0,1,1,1,Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],01/2020,,1
2025-12-01,618695,1146.22,386.74,33.74046867093577,78.0,93.0,-15.0,-0.0495049504950495,566.31,-179.56999999999994,-0.5926402640264025,1,2,303,1,1,1,Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618701,178.18,142.2,79.8069368054776,57.0,,,,,,,0,1,0,1,1,1,Madhya Pradesh,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],01/2021,,1
2025-02-01,618745,1317.6,919.36,69.77534911961142,99.0,,,,,,,0,1,0,1,1,1,Tamil Nadu,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],02/2022,,1
2025-12-01,618745,1317.6,917.08,69.60230722525806,99.0,99.0,0.0,0.0,919.36,-2.2799999999999727,-0.0075247524752474,1,2,303,1,1,1,Tamil Nadu,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618748,569.37,322.23,56.594130354602456,100.0,,,,,,,0,1,0,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],11/2020,,1
2025-12-01,618748,569.37,322.19,56.58710504592796,94.0,100.0,-6.0,-0.0198019801980198,322.23,-0.0400000000000204,-0.0001320132013201,1,2,303,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
2025-02-01,618749,711.94,376.2,52.8415315897407,95.0,,,,,,,0,1,0,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],12/2020,,1
2025-12-01,618749,711.94,376.11,52.82889007500632,88.0,95.0,-7.0,-0.0231023102310231,376.2,-0.0899999999999749,-0.0002970297029702,1,2,303,1,1,1,Andhra Pradesh,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,,1
